대표번호,매장명,매장주소,시군구,시도,영업시작시간,영업종료시간,경도(Long),레코드 수,매장코드,위도(Lat)
1522-3232,청주지웰시티,충청북도 청주시 흥덕구 대농로 43 (복대동) 신영지웰시티 1차 상업시설,청주시,충청북도,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,127.427107,1,356,36.643359
1522-3232,충주시청DT,충청북도 충주시 국원대로 208-1 (금릉동),충주시,충청북도,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,127.9287563,1,1372,36.9900658
1522-3232,마산터미널,경상남도 창원시 마산회원구 합성남로 6-1 (합성동),창원시,경남,1899-12-30 오전 7:00:00,1899-12-30 오후 10:30:00,128.58327,1,896,35.2381341
1522-3232,울산시청사거리DT,울산광역시 남구 중앙로 180 (달동),남구,울산시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:30:00,129.313613,1,1128,35.537276
1522-3232,천안두정,충청남도 천안시 서북구 부성4길 3 (부성1동),천안시,충청남도,1899-12-30 오전 7:00:00,1899-12-30 오후 10:30:00,127.134838,1,492,36.833981
1522-3232,원주터미널,강원도 원주시 서원대로 178 (단계동),원주시,강원도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.9311,1,554,37.343887
1522-3232,원주혁신도시,강원도 원주시 혁신로 61 (반곡동),원주시,강원도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.980611,1,1131,37.323157
1522-3232,춘천후평DT,강원도 춘천시 후석로 318 (후평동),춘천시,강원도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.750579,1,1125,37.879435
1522-3232,경남과기대,경상남도 진주시 동진로 34 (칠암동),진주시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,128.0947936,1,801,35.1789792
1522-3232,진주중안,경상남도 진주시 진양호로527번길 3 (중안동),진주시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,128.082987,1,728,35.192977
1522-3232,수영망미DT,부산광역시 수영구 과정로 68 (망미동),수영구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,129.107428,1,1027,35.177411
1522-3232,센텀시티역,"부산광역시 해운대구 센텀동로 9, 트럼프월드센텀아파트 1층 (우동)",해운대구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,129.132271,1,537,35.169925
1522-3232,센텀파크,"부산광역시 해운대구 센텀중앙로 145 (재송동, 더샵센텀파크1차아파트)",해운대구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,129.122541,1,1347,35.178759
1522-3232,블루스퀘어,부산광역시 해운대구 좌동로 96 (좌동),해운대구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,129.1755924,1,44,35.17229566
1522-3232,더해운대R,"부산광역시 해운대구 해운대해변로 197 (우동, 해운대경동제이드아파트)",해운대구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,129.153065,1,1398,35.158371
1522-3232,여수둔덕DT,전라남도 여수시 좌수영로 482 (둔덕동),여수시,전라남도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.697469,1,1089,34.768947
1522-3232,전주중화산,전라북도 전주시 완산구 유연로 288 (중화산동2가),전주시,전라북도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.1169548,1,958,35.8250953
1522-3232,전주한옥마을,전라북도 전주시 완산구 팔달로 123 (전동),전주시,전라북도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.1485323,1,907,35.8134452
1522-3232,천안IC DT,충청남도 천안시 동남구 신부15길 3 (신부동),천안시,충청남도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.1615,1,1107,36.82025
1522-3232,천안안서,충청남도 천안시 동남구 안서3길 3 (안서동),천안시,충청남도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.179779,1,1202,36.830087
1522-3232,속초중앙로,강원도 속초시 중앙로 123 (금호동),속초시,강원도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,128.589453,1,629,38.202593
1522-3232,김해외동DT,경상남도 김해시 분성로 146 (외동),김해시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,128.8627976,1,802,35.2293661
1522-3232,김해인제대,경상남도 김해시 인제로 168 (어방동),김해시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,128.904162,1,901,35.2436107
1522-3232,금련산역,부산광역시 수영구 수영로464번길 6 (남천동),수영구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,129.1105,1,1180,35.14717
1522-3232,센텀몰5,부산광역시 해운대구 센텀4로 15 (우동)[*미고시],해운대구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,129.128344,1,1053,35.169914
1522-3232,센텀신세계B1,부산광역시 해운대구 센텀남대로 35 (우동) 센텀시티 신세계UEC,해운대구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,129.1297466,1,807,35.1687027
1522-3232,여수해양공원,전라남도 여수시 이순신 광장로 192,여수시,전라남도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,127.744285,1,1520,34.738437
1522-3232,군산나운DT,전라북도 군산시 공단대로 422 (나운동),군산시,전라북도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,126.695586,1,1570,35.962771
1522-3232,군산대,전라북도 군산시 황룡로 7 (미룡동),군산시,전라북도,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,126.685965,1,557,35.945739
1522-3232,강릉중앙로,강원도 강릉시 경강로 2096 (임당동),강릉시,강원도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,128.8962224,1,854,37.7544531
1522-3232,동해DT,강원도 동해시 중앙로 219 (천곡동),동해시,강원도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.114767,1,1164,37.520193
1522-3232,거제옥포,경상남도 거제시 옥포대첩로 38 (옥포동),거제시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,128.691816,1,292,34.89353088
1522-3232,경남사천DT,경상남도 사천시 사천읍 사천대로 1844,사천시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,128.083669,1,1523,35.081409
1522-3232,양산범어,경상남도 양산시 물금읍 범어로 62,양산시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.014136,1,710,35.329017
1522-3232,양산증산역,경상남도 양산시 물금읍 증산역로 177,양산시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.009815,1,1471,35.310553
1522-3232,삼성창원병원,경상남도 창원시 마산회원구 팔용로 158 (합성동),창원시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,128.592019,1,1074,35.242951
1522-3232,창원상남중앙,"경상남도 창원시 성산구 마디미로 20, 유탑프라자 (상남동)",창원시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,128.684363,1,624,35.222756
1522-3232,창원상남동R,경상남도 창원시 성산구 상남로 132 (상남동),창원시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,128.6839546,1,95,35.22446767
1522-3232,창원리베라,"경상남도 창원시 성산구 중앙대로100번길 9, 리베라컨벤션 (상남동)",창원시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,128.680163,1,635,35.223387
1522-3232,창원용지호수,경상남도 창원시 의창구 용지로169번길 1 (용호동),창원시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,128.68189,1,464,35.229881
1522-3232,부산P.아울렛,부산광역시 기장군 정관로 1133 (175호),기장군,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.236612,1,658,35.325248
1522-3232,부산정관,부산광역시 기장군 정관읍 정관로 579,기장군,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.176983,1,671,35.321336
1522-3232,동래미남DT,부산광역시 동래구 충렬대로 101 (온천동),동래구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.0719664,1,864,35.2072439
1522-3232,하버타운,"부산광역시 해운대구 해운대해변로 257, 엘지하버타운 (우동)",해운대구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.1595078,1,162,35.15967926
1522-3232,울산도산사거리DT,울산광역시 남구 대암로129번길 9-6 (야음동),남구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.32974,1,1417,35.531028
1522-3232,울산센트럴,울산광역시 남구 삼산로 231 (달동),남구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.332793,1,1042,35.538827
1522-3232,울산삼산대로,"울산광역시 남구 삼산로 257, 1층 (달동)",남구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.335097,1,435,35.539174
1522-3232,울산삼산타워,울산광역시 남구 삼산로 273 (삼산동) 삼산타워,남구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.336761,1,1006,35.539484
1522-3232,울산삼산로,울산광역시 남구 삼산로 278 번길 8 (삼산동),남구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.3373025,1,895,35.5384838
1522-3232,현대동구,울산광역시 동구 방어진순환도로 899 (서부동) 현대백화점주차장,동구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.4317341,1,83,35.52114999
1522-3232,울산북구청DT,울산광역시 북구 산업로 1011 (연암동),북구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.358882,1,1302,35.583521
1522-3232,울산성안,울산광역시 중구 성안12길 45 (성안동),중구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,129.324413,1,1273,35.577829
1522-3232,인천공항랜드,인천광역시 중구 공항로 272 (운서동) 인천공항,중구,인천시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.452879,1,110,37.446784
1522-3232,순천연향,전라남도 순천시 연향번영길 118 (연향동),순천시,전라남도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.518725,1,1447,34.952252
1522-3232,순천신대,전라남도 순천시 해룡면 향매로 97,순천시,전라남도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.550306,1,1183,34.933509
1522-3232,전주덕진광장DT,전라북도 전주시 덕진구 기린대로 491 (덕진동1가),전주시,전라북도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.124205,1,1298,35.842878
1522-3232,당진문예의전당,"충청남도 당진시 시청1로 78, 1층 (읍내동)",당진시,충청남도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.638986,1,694,36.891205
1522-3232,서산예천DT,충청남도 서산시 나무장1길 22 (예천동),서산시,충청남도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.440171,1,1368,36.771727
1522-3232,아산배방,충청남도 아산시 배방읍 배방로 22,아산시,충청남도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.053978,1,1463,36.774872
1522-3232,아산방축DT,충청남도 아산시 온천대로 1392 (방축동),아산시,충청남도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.992786,1,1621,36.783636
1522-3232,천안불당,충청남도 천안시 서북구 불당4로 91 (불당동),천안시,충청남도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.1109606,1,902,36.8100104
1522-3232,충북증평,충청북도 증평군 증평읍 광장로 40,증평군,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.578648,1,1535,36.789084
1522-3232,청주용암DT,충청북도 청주시 상당구 1순환로 1243 (용암동),청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.503945,1,1460,36.607867
1522-3232,청주봉명DT,충청북도 청주시 흥덕구 1순환로 514 (봉명동),청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.464772,1,1059,36.646765
1522-3232,충주연수,충청북도 충주시 계명대로 227 (연수동),충주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.939889,1,603,36.982721
1522-3232,소노캄거제,"경상남도 거제시 일운면 거제대로 2660, 소노캄거제 1층",거제시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,128.70264,1,628,34.843522
1522-3232,양산터미널,경상남도 양산시 양산역1길 7 (중부동) 양산시외버스터미널,양산시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,129.02685,1,906,35.3353404
1522-3232,창원마창대교,경상남도 창원시 성산구 삼귀로 159 (귀곡동),창원시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,128.597273,1,1230,35.170623
1522-3232,울산대공원,울산광역시 남구 대공원입구로 4 (옥동),남구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,129.293827,1,1483,35.53233
1522-3232,울산정자비치DT,울산광역시 북구 동해안로 1601 (산하동),북구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,129.440824,1,1152,35.628685
1522-3232,울산태화,"울산광역시 중구 신기길 103, (1층,2층 전체) (태화동)",중구,울산시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,129.298364,1,601,35.550548
1522-3232,천안성정DT,충청남도 천안시 서북구 동서대로 154 (성정동),천안시,충청남도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,127.1403512,1,875,36.8253941
1522-3232,청주서문,충청북도 청주시 상당구 무심동로392번길 20 (서문동),청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,127.486041,1,526,36.635373
1522-3232,청주오송,충청북도 청주시 흥덕구 오송읍 오송생명로 220,청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,127.33282,1,1332,36.629921
1522-3232,창원역DT,경상남도 창원시 의창구 의창대로 68 (팔용동),창원시,경남,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,128.607861,1,1312,35.257066
1522-3232,영남대중앙도서관,경상북도 경산시 대학로 280 (조영동) 영남대학교,경산시,경북,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,128.7580143,1,821,35.8331655
1522-3232,영남대,"경상북도 경산시 청운로 16, 1~3층 (대동)",경산시,경북,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,128.753065,1,681,35.836968
1522-3232,대구가톨릭대,경상북도 경산시 하양읍 하양로 18,경산시,경북,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,128.812463,1,652,35.907786
1522-3232,경주보문,경상북도 경주시 보문로 537 (천군동),경주시,경북,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,129.284983,1,1351,35.836607
1522-3232,경주터미널DT,경상북도 경주시 태종로 686 (사정동),경주시,경북,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,129.203324,1,1068,35.838226
1522-3232,경주황성,경상북도 경주시 황성로1번길 4 (황성동),경주시,경북,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,129.2129811,1,978,35.8638933
1522-3232,월드마크센텀,"부산광역시 해운대구 센텀동로 25, 1층 (우동)",해운대구,부산시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,129.131112,1,436,35.17137
1522-3232,인천작전,"인천광역시 계양구 계양대로 37, 1층 (작전동)",계양구,인천시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.721981,1,613,37.527064
1522-3232,인천계양,인천광역시 계양구 장제로 808 (계산동),계양구,인천시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.7350019,1,889,37.5398491
1522-3232,인천학익DT,인천광역시 미추홀구 매소홀로 368 (학익동),미추홀구,인천시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.6627574,1,1356,37.4403818
1522-3232,인천용현DT,인천광역시 미추홀구 아암대로 107 (용현동),미추홀구,인천시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.6325809,1,1033,37.4523373
1522-3232,인하대,인천광역시 미추홀구 인하로 59 (용현동),미추홀구,인천시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.654969,1,420,37.451827
1522-3232,인천갈산DT,인천광역시 부평구 장제로 371 (갈산동),부평구,인천시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.7321159,1,935,37.5189106
1522-3232,천안쌍용역,충청남도 천안시 서북구 충무로 133 (쌍용동),천안시,충청남도,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.12223,1,1242,36.793123
1522-3232,충북대,충청북도 청주시 서원구 내수동로 113 (사창동),청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.459715,1,563,36.633965
1522-3232,청주성화,충청북도 청주시 서원구 복대로 5 (개신동),청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.4460855,1,983,36.6176114
1522-3232,청주사직DT,충청북도 청주시 서원구 사직대로 302 (사직동),청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.481034,1,1448,36.635848
1522-3232,오창호수공원,"충청북도 청주시 청원구 오창읍 중심상업1로 20 101,102,103,104호",청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.427283,1,1134,36.712751
1522-3232,청주율량DT,충청북도 청주시 청원구 충청대로107번길 8 (율량동),청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.493207,1,995,36.66623
1522-3232,청주터미널,충청북도 청주시 흥덕구 풍산로 15 (가경동),청주시,충청북도,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.432035,1,409,36.626769
1522-3232,춘천구봉산R,강원도 춘천시 동면 순환대로 1154-63,춘천시,강원도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,127.776182,1,1566,37.888306
1522-3232,남양산IC DT,경상남도 양산시 동면 양산대로 532,양산시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,129.030485,1,1519,35.319987
1522-3232,마산해안대로DT,경상남도 창원시 마산합포구 해안대로 383 (오동동),창원시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,128.580572,1,1416,35.204197
1522-3232,동부산DT,부산광역시 기장군 기장읍 기장해안로 56,기장군,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,129.210875,1,1100,35.184073
1522-3232,광안비치,부산광역시 수영구 광안로62번길 39 (광안동),수영구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,129.117808,1,1097,35.153039
1522-3232,센텀드림월드,"부산광역시 해운대구 센텀2로 25, 센텀드림월드 1층 (우동)",해운대구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,129.132829,1,495,35.167027
1522-3232,울산MBC DT,울산광역시 중구 번영로 434 (복산동),중구,울산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,129.332358,1,1364,35.561657
1522-3232,인천공항중앙,인천광역시 중구 공항로 272 (운서동) 인천국제공항여객터미널 FB-P5-73,중구,인천시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,126.450031,1,1030,37.449611
1522-3232,목포남악,전라남도 무안군 남악3로82번길 11,무안군,전라남도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,126.4617254,1,860,34.8131423
1522-3232,여수웅천,전라남도 여수시 예울마루로 37-53 (웅천동),여수시,전라남도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,127.671046,1,1271,34.746166
1522-3232,천안두정역DT,충청남도 천안시 서북구 두정로 264 (두정동),천안시,충청남도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,127.1463156,1,1541,36.83287888
1522-3232,충주터미널,충청북도 충주시 봉계13길 2 (봉방동),충주시,충청북도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,127.915191,1,1314,36.980662
1522-3232,원주무실,강원도 원주시 능라동길 73 (무실동),원주시,강원도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.930448,1,1232,37.332972
1522-3232,원주반곡DT,강원도 원주시 동부순환로 37 (반곡동),원주시,강원도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.97157,1,1487,37.319904
1522-3232,강원대,강원도 춘천시 서부대성로 243-1 (효자동),춘천시,강원도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.745062,1,508,37.872749
1522-3232,김해삼계,경상남도 김해시 가야로 182 (삼계동),김해시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,128.871614,1,626,35.261527
1522-3232,김해구산DT,경상남도 김해시 김해대로 1918 (구산동),김해시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,128.866418,1,1442,35.255678
1522-3232,김해율하,경상남도 김해시 율하3로91번길 30-5,김해시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,128.812782,1,711,35.176597
1522-3232,밀양DT,경상남도 밀양시 밀양대로 1792 (삼문동),밀양시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,128.7512487,1,1598,35.4853274
1522-3232,구미인동,"경상북도 구미시 인동가산로 9-3, 노블레스타워 1층 (황상동)",구미시,경북,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,128.4183751,1,98,36.10809343
1522-3232,명지국제신도시,부산광역시 강서구 명지국제5로 42 (명지동),강서구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,128.919918,1,1403,35.0979416
1522-3232,기장역DT,부산광역시 기장군 기장읍 기장대로 527,기장군,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,129.220117,1,1549,35.2421513
1522-3232,서면메디컬거리,"부산광역시 부산진구 가야대로 783-1, 1층 (부전동)",부산진구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,129.0574095,1,580,35.157961
1522-3232,부산동대신역,부산광역시 서구 구덕로322번길 7 (동대신동3가),서구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,129.016686,1,590,35.112688
1522-3232,부산송도해수욕장,"부산광역시 서구 송도해변로 97(101,102,201) (암남동)",서구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,129.017874,1,1582,35.077315
1522-3232,해운대역,부산광역시 해운대구 구남로 9 (우동),해운대구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,129.159547,1,1275,35.163246
1522-3232,해운대달맞이DT,부산광역시 해운대구 달맞이길 57 (중동) 1~3층,해운대구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,129.1710436,1,817,35.1615043
1522-3232,센텀그린타워,부산광역시 해운대구 센텀중앙로 78 (우동),해운대구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,129.126697,1,754,35.174668
1522-3232,장산역,부산광역시 해운대구 해운대로 802 (좌동),해운대구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,129.1766584,1,239,35.16914054
1522-3232,인천송도DT,인천광역시 연수구 하모니로 136 (송도동),연수구,인천시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.644284,1,1078,37.384821
1522-3232,영종도운서역,인천광역시 중구 신도시남로142번길 17 (운서동),중구,인천시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.492667,1,1210,37.493991
1522-3232,목포평화광장,전라남도 목포시 미항로 137 (상동),목포시,전라남도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.43495,1,646,34.796986
1522-3232,익산모현,전라북도 익산시 선화로 106 (모현동1가),익산시,전라북도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.942392,1,1469,35.948353
1522-3232,전주백제대로DT,전라북도 전주시 완산구 백제대로 242 (중화산동2가),전주시,전라북도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.123414,1,1371,35.814654
1522-3232,전주서신,전라북도 전주시 완산구 서신로 104 (서신동),전주시,전라북도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.1161323,1,1018,35.8345971
1522-3232,전북도청,전라북도 전주시 완산구 홍산중앙로 22 (효자동3가),전주시,전라북도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.109351,1,764,35.81559
1522-3232,제주협재,제주특별자치도 제주시 한림읍 한림로 337,제주시,제주특별자치도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.24049,1,1578,33.393839
1522-3232,공주동학사DT,충청남도 공주시 반포면 동학사1로 114,공주시,충청남도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.2535628,1,1457,36.36336
1522-3232,공주신관,충청남도 공주시 번영1로 113 (신관동),공주시,충청남도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.14003,1,749,36.474648
1522-3232,충남보령DT,충청남도 보령시 대해로 101 (궁촌동),보령시,충청남도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.5893248,1,1579,36.3408254
1522-3232,현대충청,충청북도 청주시 흥덕구 직지대로 308 (복대동),청주시,충청북도,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.426305,1,542,36.644407
1522-3232,강릉강문해변,강원도 강릉시 창해로350번길 3 (강문동),강릉시,강원도,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,128.918555,1,1600,37.794712
1522-3232,원주명륜DT,강원도 원주시 남원로 588 (명륜동),원주시,강원도,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,127.949754,1,1425,37.335971
1522-3232,사천벌리,경상남도 사천시 주공로 31 (벌리동),사천시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,128.0863809,1,795,34.9411367
1522-3232,진주신안,경상남도 진주시 진양호로 353 (신안동),진주시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,128.067852,1,647,35.184237
1522-3232,경남대,경상남도 창원시 마산합포구 월영남로 3 (해운동),창원시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,128.5586,1,570,35.178461
1522-3232,창원팔용,경상남도 창원시 의창구 팔용로 419 (팔용동),창원시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,128.611915,1,727,35.254521
1522-3232,진해용원,경상남도 창원시 진해구 안골로 336 (용원동) 형제빌딩,창원시,경남,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,128.809896,1,738,35.101122
1522-3232,사직구장,부산광역시 동래구 사직북로 4 (사직동),동래구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,129.061289,1,1133,35.195954
1522-3232,부민사거리,부산광역시 서구 구덕로 212 (부민동1가),서구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,129.02022,1,856,35.103629
1522-3232,벡스코,"부산광역시 해운대구 APEC로 55, 벡스코내 (우동)",해운대구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,129.1354444,1,140,35.16884711
1522-3232,제니스스퀘어,"부산광역시 해운대구 마린시티2로 33, 제니스스퀘어 (우동)",해운대구,부산시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,129.144091,1,496,35.156657
1522-3232,울산신복,울산광역시 남구 대학로 152 (무거동),남구,울산시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,129.26287,1,757,35.547956
1522-3232,울산중리사거리DT,울산광역시 남구 돋질로 310 (삼산동),남구,울산시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,129.3386831,1,1021,35.54388
